project://smallsql0.21_src/src/smallsql/junit/TestAlterTable.java,project://smallsql0.21_src/src/smallsql/junit/TestAlterTable.java,19,73,91,96,114
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionReturnP1.java,19,475,493,49,67
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,16,1479,1494,684,699
project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,11,135,145,92,102
project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,22,85,106,128,149
project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,12,423,434,338,349
project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionReturnP1.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,20,49,68,475,494
project://smallsql0.21_src/src/smallsql/junit/TestThreads.java,project://smallsql0.21_src/src/smallsql/junit/TestThreads.java,42,79,120,131,174
project://smallsql0.21_src/src/smallsql/database/ExpressionValue.java,project://smallsql0.21_src/src/smallsql/database/ExpressionValue.java,8,211,218,154,161
project://smallsql0.21_src/src/smallsql/database/Index.java,project://smallsql0.21_src/src/smallsql/database/Index.java,5,259,263,184,188
project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,7,143,149,84,90
project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,8,432,439,410,417
project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,16,207,222,235,250
project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,8,218,225,361,367
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionReturnP1.java,21,475,495,49,69
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,6,786,791,748,753
project://smallsql0.21_src/src/smallsql/database/LongTreeList.java,project://smallsql0.21_src/src/smallsql/database/LongTreeList.java,9,331,339,376,384
project://smallsql0.21_src/src/smallsql/database/DateTime.java,project://smallsql0.21_src/src/smallsql/database/DateTime.java,7,602,608,476,482
project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,7,305,311,262,268
project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,project://smallsql0.21_src/src/smallsql/junit/TestTransactions.java,6,255,260,296,301
project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,project://smallsql0.21_src/src/smallsql/junit/TestJoins.java,11,115,125,129,139
project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionRound.java,project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionTruncate.java,12,46,57,46,57
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,5,703,707,656,660
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,5,703,707,681,685
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,5,656,660,681,685
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionReturnP1.java,23,475,497,49,71
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,11,1371,1381,1304,1314
project://smallsql0.21_src/src/smallsql/database/DateTime.java,project://smallsql0.21_src/src/smallsql/database/DateTime.java,8,532,539,619,626
project://smallsql0.21_src/src/smallsql/database/DateTime.java,project://smallsql0.21_src/src/smallsql/database/DateTime.java,10,601,610,475,484
project://smallsql0.21_src/src/smallsql/database/Index.java,project://smallsql0.21_src/src/smallsql/database/Index.java,8,175,182,250,257
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,1090,1097,894,901
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,1090,1097,960,967
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,1090,1097,1025,1032
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,894,901,960,967
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,894,901,1025,1032
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,8,960,967,1025,1032
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,7,1301,1307,1239,1245
project://smallsql0.21_src/src/smallsql/junit/TestMoneyRounding.java,project://smallsql0.21_src/src/smallsql/junit/TestDataTypes.java,5,54,58,69,73
project://smallsql0.21_src/src/smallsql/junit/TestMoneyRounding.java,project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,5,54,58,96,100
project://smallsql0.21_src/src/smallsql/junit/TestMoneyRounding.java,project://smallsql0.21_src/src/smallsql/junit/TestFunctions.java,5,54,58,375,379
project://smallsql0.21_src/src/smallsql/junit/TestDataTypes.java,project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,5,69,73,96,100
project://smallsql0.21_src/src/smallsql/junit/TestDataTypes.java,project://smallsql0.21_src/src/smallsql/junit/TestFunctions.java,5,69,73,375,379
project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,project://smallsql0.21_src/src/smallsql/junit/TestFunctions.java,5,96,100,375,379
project://smallsql0.21_src/src/smallsql/database/IndexNode.java,project://smallsql0.21_src/src/smallsql/database/IndexNode.java,9,349,357,368,376
project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,4,164,167,184,187
project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,4,164,167,174,177
project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,project://smallsql0.21_src/src/smallsql/database/SSCallableStatement.java,4,184,187,174,177
project://smallsql0.21_src/src/smallsql/database/Table.java,project://smallsql0.21_src/src/smallsql/database/Table.java,7,386,392,368,374
project://smallsql0.21_src/src/smallsql/database/ExpressionFunctionReturnP1.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,30,49,78,475,504
project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,14,467,480,413,426
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,13,1371,1383,1304,1316
project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,17,709,725,740,756
project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,project://smallsql0.21_src/src/smallsql/junit/TestOrderBy.java,19,707,725,738,756
project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,project://smallsql0.21_src/src/smallsql/junit/TestJoins.java,15,115,129,129,143
project://smallsql0.21_src/src/smallsql/database/ExpressionValue.java,project://smallsql0.21_src/src/smallsql/database/ExpressionValue.java,5,175,179,232,236
project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,project://smallsql0.21_src/src/smallsql/junit/TestResultSet.java,23,128,150,85,107
project://smallsql0.21_src/src/smallsql/database/LongTreeList.java,project://smallsql0.21_src/src/smallsql/database/LongTreeList.java,6,223,228,270,294
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,7,703,709,656,662
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,7,703,709,681,687
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,7,656,662,681,687
project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,project://smallsql0.21_src/src/smallsql/database/StoreImpl.java,10,1099,1108,1034,1043
project://smallsql0.21_src/src/smallsql/database/DateTime.java,project://smallsql0.21_src/src/smallsql/database/DateTime.java,5,455,459,447,451
project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,project://smallsql0.21_src/src/smallsql/database/ExpressionArithmetic.java,20,262,281,309,328
project://smallsql0.21_src/src/smallsql/database/DateTime.java,project://smallsql0.21_src/src/smallsql/database/DateTime.java,5,614,618,391,395
project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,12,530,541,422,433
project://smallsql0.21_src/src/smallsql/junit/TestJoins.java,project://smallsql0.21_src/src/smallsql/junit/TestOperatoren.java,22,129,150,115,136
project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,project://smallsql0.21_src/src/smallsql/junit/BenchTest.java,6,119,124,178,183
project://smallsql0.21_src/src/smallsql/database/CommandSelect.java,project://smallsql0.21_src/src/smallsql/database/CommandSelect.java,8,91,98,198,204
